date,product_id,sales_amount,store_location
2024-10-16,PROD-1003,2389.67,Phoenix
2024-10-16,PROD-1005,1867.43,Chicago
2024-10-17,PROD-1003,2734.94,San Diego
2024-10-17,PROD-1002,1523.68,Seattle
2024-10-18,PROD-1001,2198.85,Atlanta
2024-10-18,PROD-1003,1879.37,Boston
2024-10-19,PROD-1005,2567.84,San Jose
2024-10-19,PROD-1003,1734.69,Dallas
2024-10-20,PROD-1002,2423.78,Los Angeles
2024-10-20,PROD-1001,1645.92,Denver
2024-10-21,PROD-1003,2789.65,Miami
2024-10-21,PROD-1005,1534.76,Houston
2024-10-22,PROD-1003,2134.89,Chicago
2024-10-22,PROD-1002,1912.43,Philadelphia
2024-10-23,PROD-1001,2689.57,Detroit
2024-10-23,PROD-1003,1598.68,New York
2024-10-24,PROD-1005,2456.91,Portland
2024-10-24,PROD-1003,1823.56,Minneapolis
2024-10-25,PROD-1002,2612.83,Austin
2024-10-25,PROD-1001,1645.74,Seattle
2024-10-26,PROD-1003,2389.69,Las Vegas
2024-10-26,PROD-1005,1867.38,San Antonio
2024-10-27,PROD-1003,2734.92,Boston
2024-10-27,PROD-1002,1523.79,Phoenix
2024-10-28,PROD-1001,2198.67,Chicago
2024-10-28,PROD-1003,1879.46,San Diego
2024-10-29,PROD-1005,2567.82,Los Angeles
2024-10-29,PROD-1003,1734.58,Atlanta
2024-10-30,PROD-1002,2423.95,Miami
2024-10-30,PROD-1001,1645.68,San Jose
2024-10-31,PROD-1003,2789.56,Dallas
2024-10-31,PROD-1005,1534.83,New York
2024-11-01,PROD-1003,2134.92,Seattle
2024-11-01,PROD-1002,1912.47,Denver
2024-11-02,PROD-1001,2689.64,Houston
2024-11-02,PROD-1003,1598.56,Chicago
2024-11-03,PROD-1005,2456.79,Philadelphia
2024-11-03,PROD-1003,1823.68,Detroit
2024-11-04,PROD-1002,2612.85,Boston
2024-11-04,PROD-1001,1645.93,Portland
2024-11-05,PROD-1003,2389.74,Minneapolis
2024-11-05,PROD-1005,1867.39,Los Angeles
2024-11-06,PROD-1003,2734.86,Austin
2024-11-06,PROD-1002,1523.67,Las Vegas
2024-11-07,PROD-1001,2198.79,Miami
2024-11-07,PROD-1003,1879.45,San Antonio
2024-11-08,PROD-1005,2567.91,New York
2024-11-08,PROD-1003,1734.58,Phoenix
2024-11-09,PROD-1002,2423.82,Chicago
2024-11-09,PROD-1001,1645.69,San Diego
2024-11-10,PROD-1003,2789.63,Seattle
2024-11-10,PROD-1005,1534.78,Atlanta
2024-11-11,PROD-1003,2134.87,Boston
2024-11-11,PROD-1002,1912.46,San Jose
2024-11-12,PROD-1001,2689.58,Dallas
2024-11-12,PROD-1003,1598.72,Los Angeles
2024-11-13,PROD-1005,2456.83,Denver
2024-11-13,PROD-1003,1823.54,Miami
2024-11-14,PROD-1002,2612.76,Houston
2024-11-14,PROD-1001,1645.89,Chicago
2024-11-15,PROD-1003,2389.67,Philadelphia
2024-11-15,PROD-1005,1867.43,Detroit
2024-11-16,PROD-1003,2734.94,New York
2024-11-16,PROD-1002,1523.68,Portland
2024-11-17,PROD-1001,2198.85,Minneapolis
2024-11-17,PROD-1003,1879.37,Austin
2024-11-18,PROD-1005,2567.84,Seattle
2024-11-18,PROD-1003,1734.69,Las Vegas
2024-11-19,PROD-1002,2423.78,San Antonio
2024-11-19,PROD-1001,1645.92,Boston
2024-11-20,PROD-1003,2789.65,Phoenix
2024-11-20,PROD-1005,1534.76,Chicago
2024-11-21,PROD-1003,2134.89,San Diego
2024-11-21,PROD-1002,1912.43,Los Angeles
2024-11-22,PROD-1001,2689.57,Atlanta
2024-11-22,PROD-1003,1598.68,Miami
2024-11-23,PROD-1005,2456.91,San Jose
2024-11-23,PROD-1003,1823.56,Dallas
2024-11-24,PROD-1002,2612.83,New York
2024-11-24,PROD-1001,1645.74,Seattle
2024-11-25,PROD-1003,2389.69,Denver
2024-11-25,PROD-1005,1867.38,Houston
2024-11-26,PROD-1003,2734.92,Chicago
2024-11-26,PROD-1002,1523.79,Philadelphia
2024-11-27,PROD-1001,2198.67,Detroit
2024-11-27,PROD-1003,1879.46,Boston
2024-11-28,PROD-1005,2567.82,Portland
2024-11-28,PROD-1003,1734.58,Minneapolis
2024-11-29,PROD-1002,2423.95,Los Angeles
2024-11-29,PROD-1001,1645.68,Austin
2024-11-30,PROD-1003,2789.56,Las Vegas
2024-11-30,PROD-1005,1534.83,Miami
2024-12-01,PROD-1003,2134.92,San Antonio
2024-12-01,PROD-1002,1912.47,New York
2024-12-02,PROD-1001,2689.64,Phoenix
2024-12-02,PROD-1003,1598.56,Chicago
2024-12-03,PROD-1005,2456.79,San Diego
2024-12-03,PROD-1003,1823.68,Seattle
2024-12-04,PROD-1002,2612.85,Atlanta
2024-12-04,PROD-1001,1645.93,Boston
2024-12-05,PROD-1003,2389.74,San Jose
2024-12-05,PROD-1005,1867.39,Dallas
2024-12-06,PROD-1003,2734.86,Los Angeles
2024-12-06,PROD-1002,1523.67,Denver
2024-12-07,PROD-1001,2198.79,Miami
2024-12-07,PROD-1003,1879.45,Houston
2024-12-08,PROD-1005,2567.91,Chicago
2024-12-08,PROD-1003,1734.58,Philadelphia
2024-12-09,PROD-1002,2423.82,Detroit
2024-12-09,PROD-1001,1645.69,New York
2024-12-10,PROD-1003,2789.63,Portland
2024-12-10,PROD-1005,1534.78,Minneapolis
2024-12-11,PROD-1004,2134.87,Austin
2024-12-11,PROD-1002,1912.46,Seattle
2024-12-12,PROD-1001,2689.58,Las Vegas
2024-12-12,PROD-1003,1598.72,San Antonio
2024-12-13,PROD-1005,2456.83,Boston
2024-12-13,PROD-1004,1823.54,Phoenix
2024-12-14,PROD-1002,2612.76,Chicago
2024-12-14,PROD-1001,1645.89,San Diego
2024-12-15,PROD-1003,2389.67,Los Angeles
2024-12-15,PROD-1005,1867.43,Atlanta
2024-12-16,PROD-1004,2734.94,Miami
2024-12-16,PROD-1002,1523.68,San Jose
2024-12-17,PROD-1001,2198.85,Dallas
2024-12-17,PROD-1003,1879.37,New York
2024-12-18,PROD-1005,2567.84,Seattle
2024-12-18,PROD-1004,1734.69,Denver
2024-12-19,PROD-1002,2423.78,Houston
2024-12-19,PROD-1001,1645.92,Chicago
2024-12-20,PROD-1003,2789.65,Philadelphia
2024-12-20,PROD-1005,1534.76,Detroit
2024-12-21,PROD-1004,2134.89,Boston
2024-12-21,PROD-1002,1912.43,Portland
2024-12-22,PROD-1001,2689.57,Minneapolis
2024-12-22,PROD-1003,1598.68,Los Angeles
2024-12-23,PROD-1005,2456.91,Austin
2024-12-23,PROD-1004,1823.56,Las Vegas
2024-12-24,PROD-1002,2612.83,Miami
2024-12-24,PROD-1001,1645.74,San Antonio
2024-12-25,PROD-1003,2389.69,New York
2024-12-25,PROD-1005,1867.38,Phoenix
2024-12-26,PROD-1004,2734.92,Chicago
2024-12-26,PROD-1002,1523.79,San Diego
2024-12-27,PROD-1001,2198.67,Seattle
2024-12-27,PROD-1003,1879.46,Atlanta
2024-12-28,PROD-1005,2567.82,Boston
2024-12-28,PROD-1004,1734.58,San Jose
2024-12-29,PROD-1002,2423.95,Dallas
2024-12-29,PROD-1001,1645.68,Los Angeles
2024-12-30,PROD-1003,2789.56,Denver
2024-12-30,PROD-1005,1534.83,Miami
2024-12-31,PROD-1004,2134.92,Houston
2024-12-31,PROD-1002,1912.47,Chicago
